a_pred,a_true,idx,qa_idx,video_name,question,ans
A,A,0476,00349_1,videos/UCF101_timeconcat/v_WalkingWithDog_g06_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0477,00483_2,videos/UCF101_timeconcat/v_FrisbeeCatch_g04_c01_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
A,B,0478,00796_3,videos/UCF101_timeconcat/v_WritingOnBoard_g07_c04_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The second segment (after the black frame)
B. The first segment (before the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0479,00310_0,videos/UCF101_timeconcat/v_Skiing_g06_c07.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0480,01239_2,videos/UCF101_timeconcat/v_RopeClimbing_g05_c02_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0481,00928_2,videos/UCF101_timeconcat/v_CricketShot_g07_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0482,00733_0,videos/UCF101_timeconcat/v_Billiards_g06_c02.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0483,00010_0,videos/UCF101_timeconcat/v_WalkingWithDog_g02_c05.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0484,00469_0,videos/UCF101_timeconcat/v_FloorGymnastics_g06_c03.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,A,0485,01038_2,videos/UCF101_timeconcat/v_Skiing_g01_c06_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,A,0486,00615_2,videos/UCF101_timeconcat/v_HorseRace_g01_c03_revorder.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",A
B,B,0487,00828_0,videos/UCF101_timeconcat/v_MilitaryParade_g02_c01.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
B,B,0488,00516_0,videos/UCF101_timeconcat/v_FrontCrawl_g03_c04.mp4,"This video contains two segments showing the same action, separated by a 2-second black frame. One segment is played forwards, and the other is played in reverse.
Which video segment is played in reverse?
A. The first segment (before the black frame)
B. The second segment (after the black frame)
Answer with the option's letter from the given choices directly.",B
