a_pred,a_true,idx,qa_idx,video_name,question_type,question,answer_list,ans,kl,dataset,category,GT,answer_type,permutated_q,bound
A,B,1618,tempcompass_TempCompassCM_00486,videos/tempcompass/1093719871.mp4,tempcompass,"Which sentence better captures the essence of the video?
A. The pink flowers are turning from full blossom to withered.
B. The pink flowers are turning from withered to full blossom.
Answer with the option's letter from the given choices directly.","['A. The pink flowers are turning from full blossom to withered.', 'B. The pink flowers are turning from withered to full blossom.']",B,9.155543061247114,,,,,,
B,C,1619,tempcompass_TempCompassMC_01287,videos/tempcompass/1082268005_1063373449_0.mp4,tempcompass,"What is the first event in the video?
A. planet earth is assembling from toy bricks
B. viruses are dissolving
C. The events are happening simultaneously
Answer with the option's letter from the given choices directly.","['A. planet earth is assembling from toy bricks', 'B. viruses are dissolving', 'C. The events are happening simultaneously']",C,9.06572029436094,,,,,,
A,D,1620,tempcompass_TempCompassMC_00872,videos/tempcompass/1059072773_reverse.mp4,tempcompass,"What is happening to the ice cream?
A. melting
B. freezing
C. evaporating
D. solidifying
Answer with the option's letter from the given choices directly.","['A. melting', 'B. freezing', 'C. evaporating', 'D. solidifying']",D,9.025648938391102,,,,,,
B,A,1621,tempcompass_TempCompassMC_01163,videos/tempcompass/1082268005.mp4,tempcompass,"What is happening to the planet earth?
A. assembling from toy bricks
B. disassembling and disappearing
C. splitting into two halves
Answer with the option's letter from the given choices directly.","['A. assembling from toy bricks', 'B. disassembling and disappearing', 'C. splitting into two halves']",A,8.875697558430895,,,,,,
C,B,1622,tempcompass_TempCompassMC_01285,videos/tempcompass/1067268403_1064645467_2.mp4,tempcompass,"What is happening in the second event of the video?
A. A man is doing exercise while wind turbines are rotating
B. Wind turbines are rotating
C. A man is doing exercise
Answer with the option's letter from the given choices directly.","['A. A man is doing exercise while wind turbines are rotating', 'B. Wind turbines are rotating', 'C. A man is doing exercise']",B,8.458497186263305,,,,,,
A,B,1623,tempcompass_TempCompassYN_01970,videos/tempcompass/1089201973_1086820415_1.mp4,tempcompass,"Is a person kicking football shown after a big wave in the video?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",B,8.277234864085813,,,,,,
C,A,1624,tempcompass_TempCompassMC_00860,videos/tempcompass/1050618460_reverse.mp4,tempcompass,"What is happening to the flowers?
A. turning into buds
B. shrinking and wilting
C. turning into full bloom
D. remaining as buds
Answer with the option's letter from the given choices directly.","['A. turning into buds', 'B. shrinking and wilting', 'C. turning into full bloom', 'D. remaining as buds']",A,8.104846866041143,,,,,,
A,C,1625,tempcompass_TempCompassMC_00093,videos/tempcompass/1059718130.mp4,tempcompass,"What is happening to the video's brightness?
A. getting darker
B. staying the same
C. turning brighter
Answer with the option's letter from the given choices directly.","['A. getting darker', 'B. staying the same', 'C. turning brighter']",C,8.07655651276679,,,,,,
C,A,1626,tempcompass_TempCompassMC_00897,videos/tempcompass/1049965795_reverse.mp4,tempcompass,"What change occurs in the light bulb?
A. becoming darker
B. getting smaller
C. light up
D. flickering
Answer with the option's letter from the given choices directly.","['A. becoming darker', 'B. getting smaller', 'C. light up', 'D. flickering']",A,8.024648441333873,,,,,,
A,B,1627,tempcompass_TempCompassYN_01774,videos/tempcompass/1111601171_reverse.mp4,tempcompass,"Is the sphere building changing from green to blue?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",B,7.882695461012942,,,,,,
A,B,1628,tempcompass_TempCompassYN_01422,videos/tempcompass/1055981522_reverse.mp4,tempcompass,"Are the 3d shapes changing from cubes into spheres?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",B,7.752273597928922,,,,,,
C,A,1629,tempcompass_TempCompassMC_00687,videos/tempcompass/1047368344.mp4,tempcompass,"Which event comes first for the girl?
A. taking off clothes
B. jumping into water
C. putting on clothes
Answer with the option's letter from the given choices directly.","['A. taking off clothes', 'B. jumping into water', 'C. putting on clothes']",A,7.699291811659273,,,,,,
B,A,1630,tempcompass_TempCompassMC_00900,videos/tempcompass/1052364490_reverse.mp4,tempcompass,"The digital bar chart is experiencing what kind of change?
A. decreasing
B. growing
C. fluctuating
Answer with the option's letter from the given choices directly.","['A. decreasing', 'B. growing', 'C. fluctuating']",A,7.6953364624648,,,,,,
B,A,1631,tempcompass_TempCompassCM_01046,videos/tempcompass/1082268005_reverse.mp4,tempcompass,"Which sentence better captures the essence of the video?
A. The planet earth is disassembling and disappearing.
B. The planet earth is assembling from toy bricks.
Answer with the option's letter from the given choices directly.","['A. The planet earth is disassembling and disappearing.', 'B. The planet earth is assembling from toy bricks.']",A,7.605631074660705,,,,,,
A,B,1632,tempcompass_TempCompassYN_01031,videos/tempcompass/1062609286.mp4,tempcompass,"Is the battery charge decreasing?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",B,7.402033742208667,,,,,,
C,A,1633,tempcompass_TempCompassMC_00628,videos/tempcompass/1093737353.mp4,tempcompass,"What is shown in the video later?
A. A beaker
B. A microscope
C. A line of test tubes
Answer with the option's letter from the given choices directly.","['A. A beaker', 'B. A microscope', 'C. A line of test tubes']",A,7.369079018318011,,,,,,
B,A,1634,tempcompass_TempCompassMC_01201,videos/tempcompass/1059072773_1059718130_1.mp4,tempcompass,"In what sequence do the events occur in the video?
A. Ice cream melting, sun rising
B. Sun rising, ice cream melting
C. Both events occur at the same time
Answer with the option's letter from the given choices directly.","['A. Ice cream melting, sun rising', 'B. Sun rising, ice cream melting', 'C. Both events occur at the same time']",A,7.270686177176527,,,,,,
B,A,1635,tempcompass_TempCompassMC_01380,videos/tempcompass/1093041749.mp4,tempcompass,"What is the first action that the dragon performs?
A. landing from the sky
B. breathing fire
C. eating food
D. laying eggs
Answer with the option's letter from the given choices directly.","['A. landing from the sky', 'B. breathing fire', 'C. eating food', 'D. laying eggs']",A,7.250115365119408,,,,,,
B,A,1636,tempcompass_TempCompassCM_01044,videos/tempcompass/1082268005_reverse.mp4,tempcompass,"Which caption matches the video better?
A. The planet earth is disassembling and disappearing.
B. The planet earth is assembling from toy bricks.
Answer with the option's letter from the given choices directly.","['A. The planet earth is disassembling and disappearing.', 'B. The planet earth is assembling from toy bricks.']",A,7.106925613922406,,,,,,
C,B,1637,tempcompass_TempCompassMC_01256,videos/tempcompass/1054717541_1047368344_2.mp4,tempcompass,"What is the sequence of events in the video?
A. a person is kneading dough followed by a girl jumping into water
B. a girl jumping into water followed by a person kneading dough
C. a girl jumping into water while a person kneading dough
Answer with the option's letter from the given choices directly.","['A. a person is kneading dough followed by a girl jumping into water', 'B. a girl jumping into water followed by a person kneading dough', 'C. a girl jumping into water while a person kneading dough']",B,7.0462126843243515,,,,,,
D,C,1638,tempcompass_TempCompassMC_00228,videos/tempcompass/1077590324.mp4,tempcompass,"What is the proper sequence of the woman's actions?
A. Opening the door of the washing machine and then standing in front of it
B. Standing in front of the washing machine and then opening the door
C. Closing the door of the washing machine and then standing in front of it
D. Standing in front of the washing machine and then closing the door
Answer with the option's letter from the given choices directly.","['A. Opening the door of the washing machine and then standing in front of it', 'B. Standing in front of the washing machine and then opening the door', 'C. Closing the door of the washing machine and then standing in front of it', 'D. Standing in front of the washing machine and then closing the door']",C,6.925230213430211,,,,,,
A,B,1639,tempcompass_TempCompassYN_01785,videos/tempcompass/1058498242_reverse.mp4,tempcompass,"Are the 3D pixels changing from a cuboid into the shape of a man?
A. yes
B. no
Answer with the option's letter from the given choices directly.","['A', 'B']",B,6.759392903872515,,,,,,
